Row#0,230.940079,0.000000
Row#1,237.333023,1.819687
Row#2,241.810181,2.920305
Row#3,246.365158,4.409845
Row#4,250.033478,4.747019
Row#5,252.872864,5.017309
Row#6,252.214432,4.881578
Row#7,263.439362,6.815786
Row#8,275.551971,7.759893
Row#9,281.928284,8.241533
Row#10,248.832825,4.720335
Row#11,247.270721,4.213358
Row#12,251.398254,5.475653
Row#13,249.499512,5.133123
Row#14,253.532761,6.183863
Row#15,255.017532,5.709360
Row#16,257.414978,6.695574
Row#17,252.797760,6.589960
Row#18,253.690628,6.713839
Row#19,255.832169,6.915083
Row#20,263.017303,7.287844
Row#21,267.828949,7.560034
Row#22,268.967499,7.695848
Row#23,278.135956,8.325647
Row#24,267.191650,7.598753
Row#25,265.788910,7.633036
Row#26,265.121399,7.409800
Row#27,257.965790,7.089773
Row#28,255.199982,6.916014
Row#29,261.626007,7.579760
Row#30,258.106812,6.945536
Row#31,265.658081,7.374674
Row#32,252.830963,6.712755
Row#33,254.025040,7.222544
Row#34,258.293854,7.411512
Row#35,254.878723,7.288576
Row#36,258.487305,7.458979
Row#37,262.058868,7.817598
Row#38,260.091003,7.658102
Row#39,260.035614,7.827105
Row#40,261.302673,8.016249
Row#41,263.508331,8.213045
Row#42,254.590729,7.554243
Row#43,256.994049,7.909605
Row#44,262.958527,8.281496
Row#45,262.971893,8.416719
Row#46,268.450134,8.522093
Row#47,263.058350,8.454439
Row#48,265.372620,8.493715
Row#49,262.145050,8.574667
Row#50,266.589020,8.573393
Row#51,266.505432,8.593763
Row#52,268.289581,8.613008
Row#53,266.187012,8.633490
Row#54,265.159760,8.714285
Row#55,266.745728,8.696653
Row#56,264.343964,8.636225
Row#57,267.205688,8.633730
Row#58,266.892670,8.789335
Row#59,268.171387,9.175413
Row#60,266.941650,8.878824
Row#61,268.761505,8.832502
Row#62,266.883606,8.738604
Row#63,267.817719,8.684187
Row#64,268.592926,8.440275
Row#65,266.541382,8.594988
Row#66,268.717896,8.710909
Row#67,275.277435,8.631689
Row#68,273.108521,8.635008
Row#69,280.236298,8.653803
Row#70,287.398346,8.750551
Row#71,283.262451,8.553064
Row#72,292.346893,8.885729
Row#73,280.540680,8.726480
Row#74,275.952881,8.727705
Row#75,274.306213,8.822878
Row#76,276.135712,8.797388
Row#77,276.208130,8.812132
Row#78,276.778748,8.831591
Row#79,276.153839,8.843596
Row#80,276.807007,8.746733
Row#81,277.224548,8.870615
Row#82,278.717499,8.925329
Row#83,280.551117,8.954824
Row#84,277.588928,8.946386
Row#85,280.250000,8.967447
Row#86,278.467682,8.955793
Row#87,273.599487,8.940084
Row#88,275.088684,8.948328
Row#89,274.151093,8.946676
Row#90,275.782867,8.954763
Row#91,276.449219,8.959917
Row#92,276.012573,8.947466
Row#93,275.327301,8.934942
Row#94,276.443756,8.912966
Row#95,275.172455,8.879065
Row#96,275.463928,8.859621
Row#97,278.965515,8.937895
Row#98,278.310333,8.932062
Row#99,276.446838,8.993799
Row#100,274.780487,8.977945
Row#101,276.961151,8.974913
Row#102,270.466339,9.082926
Row#103,274.985931,9.055098
Row#104,273.456177,9.080313
Row#105,276.871765,9.053244
Row#106,277.100159,9.073511
Row#107,266.315430,9.140139
Row#108,261.916565,9.187037
Row#109,260.520599,9.205133
Row#110,258.409515,9.233339
Row#111,256.794067,9.261000
Row#112,263.818146,7.143888
Row#113,269.400116,7.548876
Row#114,267.428802,7.485308
Row#115,276.960724,8.648947
Row#116,245.207748,3.953856
Row#117,270.870300,8.842066
Row#118,265.672424,8.985872
Row#119,266.297028,8.964487
Row#120,261.231812,9.146154
Row#121,256.443817,9.450026
Row#122,257.033722,9.464312
Row#123,254.964783,9.395353
Row#124,258.095398,9.192030
Row#125,253.338547,9.996466
Row#126,245.841278,10.397818
Row#127,241.043427,10.676626
Row#128,259.373322,9.342001
Row#129,261.546509,8.987745
Row#130,262.861725,9.460608
Row#131,265.158508,9.261942
Row#132,266.005005,9.584772
Row#133,260.520935,9.415709
Row#134,263.719025,9.734991
Row#135,266.938416,9.711618
Row#136,265.786194,9.823244
Row#137,263.243103,9.994539
Row#138,264.831024,10.006834
Row#139,268.751617,9.929247
Row#140,270.134125,9.943464
Row#141,274.811707,10.160433
Row#142,266.657166,9.939360
Row#143,264.303802,9.946211
Row#144,267.154724,9.868048
Row#145,267.324371,9.826216
Row#146,265.253510,9.860060
Row#147,261.682922,9.962622
Row#148,264.849915,9.834845
Row#149,266.813782,9.865122
Row#150,268.934387,9.738840
Row#151,268.551758,9.948179
Row#152,270.410400,9.917307
Row#153,269.278595,9.940279
Row#154,270.083282,9.945169
Row#155,265.417145,10.169901
Row#156,270.128174,10.032377
Row#157,273.727783,9.984610
Row#158,275.104187,10.018995
Row#159,276.606903,10.047758
Row#160,272.979553,9.939127
Row#161,276.494751,9.961485
Row#162,278.314514,10.041895
