Row#0,230.940079,0.000000
Row#1,220.389450,0.468193
Row#2,217.271835,1.040592
Row#3,204.614105,0.837936
Row#4,206.491165,1.074268
Row#5,211.544922,1.835760
Row#6,214.441116,2.180706
Row#7,196.382202,1.076031
Row#8,192.263535,0.534088
Row#9,192.135406,0.514631
Row#10,205.729019,1.128462
Row#11,210.978653,1.311209
Row#12,203.711716,1.796947
Row#13,202.107315,1.255743
Row#14,199.219833,2.124302
Row#15,207.919662,2.219501
Row#16,201.814240,2.696358
Row#17,195.938004,2.345909
Row#18,195.822128,2.581581
Row#19,195.007828,2.774139
Row#20,188.987854,2.492424
Row#21,189.540909,2.732975
Row#22,192.294373,3.138012
Row#23,188.597885,3.775120
Row#24,195.032089,2.977455
Row#25,195.308380,2.642555
Row#26,202.321075,3.552753
Row#27,206.771423,3.880028
Row#28,204.495255,3.530109
Row#29,195.469040,2.300732
Row#30,203.143295,3.271618
Row#31,203.059677,3.581482
Row#32,193.744705,2.457066
Row#33,191.091370,2.909725
Row#34,185.565491,2.609531
Row#35,187.649887,2.713825
Row#36,188.470825,2.830986
Row#37,190.356339,3.001102
Row#38,186.496429,2.977818
Row#39,186.281769,3.232002
Row#40,189.182770,3.636898
Row#41,187.452820,3.815525
Row#42,185.817230,3.039993
Row#43,185.468552,3.455040
Row#44,185.057236,3.870735
Row#45,186.366684,4.090000
Row#46,185.725250,4.194771
Row#47,183.814728,4.062160
Row#48,186.976181,4.190338
Row#49,186.166031,4.268681
Row#50,191.784302,4.462654
Row#51,191.838104,4.494640
Row#52,188.051941,4.401215
Row#53,186.530548,4.369823
Row#54,187.727921,4.497238
Row#55,188.031769,4.497387
Row#56,184.333527,4.321880
Row#57,190.123032,4.485302
Row#58,186.446487,4.573383
Row#59,186.282486,5.102463
Row#60,186.594193,4.673920
Row#61,187.637009,4.649620
Row#62,187.429810,4.495213
Row#63,188.553421,4.422844
Row#64,189.276230,4.040539
Row#65,185.953720,4.264072
Row#66,185.095810,4.421017
Row#67,189.918381,4.396687
Row#68,186.446381,4.380459
Row#69,186.404236,4.242908
Row#70,183.229126,3.959743
Row#71,182.687057,3.752514
Row#72,181.626648,3.912659
Row#73,187.926834,4.481167
Row#74,184.585052,4.586384
Row#75,181.860229,4.955212
Row#76,186.822754,4.723389
Row#77,190.645920,4.819244
Row#78,189.796265,4.802818
Row#79,186.138153,4.722404
Row#80,187.846756,4.552597
Row#81,186.515656,4.779484
Row#82,184.013794,4.802097
Row#83,183.335953,4.813774
Row#84,186.570648,4.869869
Row#85,190.511078,4.991943
Row#86,195.998825,5.139637
Row#87,185.386948,4.842873
Row#88,186.469666,4.848629
Row#89,186.090225,4.840824
Row#90,187.579483,4.860859
Row#91,186.263458,4.833900
Row#92,187.143646,4.837025
Row#93,186.553925,4.816570
Row#94,188.090500,4.826683
Row#95,185.611145,4.761341
Row#96,183.729385,4.711365
Row#97,182.272079,4.729614
Row#98,185.048660,4.759811
Row#99,184.121384,4.801464
Row#100,185.303116,4.822968
Row#101,187.845871,4.864330
Row#102,182.130508,4.814178
Row#103,180.840363,4.794453
Row#104,180.949615,4.803055
Row#105,180.306076,4.789974
Row#106,181.491898,4.802994
Row#107,178.959717,4.809025
Row#108,179.579651,4.825928
Row#109,181.351929,4.848801
Row#110,182.540527,4.858795
Row#111,175.762985,4.860386
Row#112,205.715973,3.493145
Row#113,205.256378,3.807522
Row#114,205.713837,3.866810
Row#115,193.738174,4.537766
Row#116,212.928635,1.687826
Row#117,179.885590,5.214890
Row#118,178.751526,6.112606
Row#119,177.208191,6.522842
Row#120,179.183014,6.608707
Row#121,177.874603,6.974232
Row#122,177.650391,6.969582
Row#123,182.904068,6.762573
Row#124,183.716522,6.705109
Row#125,175.961166,7.289185
Row#126,175.614212,7.340294
Row#127,180.208984,7.137852
Row#128,177.584030,7.000561
Row#129,179.309586,6.807880
Row#130,177.231644,7.177044
Row#131,178.484756,7.058918
Row#132,179.108109,7.247128
Row#133,177.086533,7.048653
Row#134,178.328934,7.135593
Row#135,179.456284,7.256493
Row#136,179.822372,7.411217
Row#137,185.555054,7.142323
Row#138,185.947510,7.080574
Row#139,183.062469,7.136482
Row#140,181.099380,7.156357
Row#141,179.559479,7.875698
Row#142,180.744370,7.041840
Row#143,181.442474,7.129612
Row#144,181.467743,6.767532
Row#145,185.546631,6.660934
Row#146,184.651154,6.692200
Row#147,176.959183,7.440071
Row#148,181.718399,6.783970
Row#149,182.184479,6.532539
Row#150,176.314804,7.706364
Row#151,173.344208,8.121231
Row#152,173.615173,8.144279
Row#153,172.680511,8.190563
Row#154,172.147751,8.266777
Row#155,173.795731,8.138306
Row#156,169.722855,8.571728
Row#157,170.600189,8.606853
Row#158,172.714462,8.543468
Row#159,170.811035,8.799839
Row#160,171.631714,8.443508
Row#161,168.988922,8.847115
Row#162,168.278641,9.085796
Row#163,169.274612,9.074162
Row#164,170.706940,9.011574
Row#165,170.646469,8.956696
Row#166,168.152924,9.186470
Row#167,165.129654,9.508038
Row#168,163.443253,9.716038
Row#169,160.400467,10.083801
Row#170,161.632919,9.937595
Row#171,166.940826,9.332504
Row#172,166.930527,9.332451
Row#173,166.070618,9.421623
Row#174,165.500687,9.475998
Row#175,164.186859,9.630379
Row#176,167.839874,9.235668
Row#177,168.285675,9.178513
Row#178,170.217697,8.991508
Row#179,169.115265,9.086750
Row#180,170.868790,8.931053
Row#181,171.077560,8.880028
Row#182,170.417282,8.866776
Row#183,168.540070,9.123863
Row#184,169.291077,9.063023
Row#185,168.760117,9.301079
Row#186,169.599380,9.235027
Row#187,174.740616,8.657753
Row#188,179.999054,8.164085
Row#189,180.069290,8.002819
Row#190,182.887726,7.994907
Row#191,172.909637,8.922462
Row#192,168.602036,9.413666
Row#193,164.431000,10.012131
Row#194,162.819641,10.262547
Row#195,162.081573,10.396118
Row#196,162.434830,10.391190
Row#197,160.409302,10.685249
Row#198,164.361115,10.001038
Row#199,158.368561,11.012165
Row#200,155.105560,11.586666
Row#201,153.826660,11.816330
Row#202,154.781921,11.683052
Row#203,156.883682,11.380337
Row#204,159.566162,10.998878
Row#205,152.716309,12.032829
Row#206,154.441803,11.751114
Row#207,155.631516,11.566772
Row#208,156.005966,11.508793
Row#209,153.966141,11.824318
Row#210,153.206085,11.933983
Row#211,154.059402,11.775131
Row#212,154.672760,11.642891
Row#213,156.644180,11.298561
Row#214,158.170746,11.039753
Row#215,156.976990,11.278919
Row#216,155.314850,11.533741
Row#217,153.566467,11.895573
Row#218,155.877289,11.532974
Row#219,155.896362,11.527561
Row#220,149.447647,12.668442
Row#221,150.386185,12.485764
Row#222,149.816742,12.603264
Row#223,151.521118,12.283070
Row#224,150.124359,12.542164
Row#225,150.487823,12.506390
Row#226,147.227203,13.130005
Row#227,147.352097,13.099438
Row#228,147.202545,13.130665
Row#229,145.247818,13.530876
Row#230,181.248062,6.795918
Row#231,181.655319,6.619896
Row#232,182.621017,6.660923
Row#233,170.704849,9.120701
Row#234,177.592896,6.877796
Row#235,166.855225,9.673748

